Nama Tempat,Lokasi,Kategori,Rating,Jumlah Review,Harga Tiket,Pengikut IG,Fasilitas,Review
"Rumah Makan Semangka, Diponegoro Kota Metro",Metro,Kuliner,3.6,43,25000,3642,"Parkir motor & mobil, mushola, kamar mandi bersih, area lesehan, gazebo outdoor, Wi-Fi, paket catering tersedia",Makan di tempat
Kerang Dekaje Metro,Metro,Kuliner,4.2,333,25000,1425,"Parkir luas, toilet bersih, mushola, area makan indoor dan outdoor, AC, Wi-Fi gratis, kursi bayi tersedia, area bebas rokok",Yang kangen makan seafood dan sensasi sambal lava bisa mampir kesini
Rumah Makan Metro (POS PANTAU PDSI KORWIL LAMPUNG),Metro,Kuliner,5,2,30000,6505,"Parkir, mushola, kamar mandi, area lesehan karpet, meja panjang untuk rombongan, AC, kulkas minuman sendiri",Makan di tempat
Nasi Arab Metro,Metro,Kuliner,5,13,30000,4052,"Tempat parkir luas, toilet umum, area makan indoor/outdoor, taman bermain anak, Wi-Fi, live cooking","Counter khusus taje away, harga terjangkau rasa memuaskan"
"Sky Gardens Cafe, Bar & Restaurant",Metro,Kuliner,4.3,119,30000,2499,"Parkir gratis, toilet, area makan terbuka dengan pemandangan alam, spot foto instagramable, Wi-Fi, kursi outdoor",Tempat karaoke dan makan yang cozy bersama teman dan keluarga
RM Sate Saleh Jendral Sudirman Metro,Metro,Kuliner,4.5,1538,30000,9678,"Parkir motor & mobil, mushola, kamar mandi bersih, area lesehan, gazebo outdoor, Wi-Fi, paket catering tersedia",Tapi saya suka sate yangbempuk dagingnya dengan bumbu kacang.
Fruitloves-metro,Metro,Kuliner,4.6,31,30000,8421,"Parkir luas, toilet bersih, mushola, area makan indoor dan outdoor, AC, Wi-Fi gratis, kursi bayi tersedia, area bebas rokok",Makan di tempat
ULTRAMEN,Metro,Kuliner,4.4,28,30000,11890,"Ruang VIP tersedia, AC, parkir luas, toilet bersih, mushola, kasir digital, menu vegetarian tersedia, katering","Ramennya enak bgt, pelayanannya juga ramah, tempatnya bersih."
BELLMAN,Metro,Kuliner,4.1,91,30000,2708,"Parkir, mushola, kamar mandi, area lesehan karpet, meja panjang untuk rombongan, AC, kulkas minuman sendiri","Bisa indoor n outdoor (smoking area) tapi g banyak, 80% indoor room."
RUMAH MAKAN PADANG AMPERA KOTA METRO,Metro,Kuliner,4.6,209,30000,9812,"Tempat parkir luas, toilet umum, area makan indoor/outdoor, taman bermain anak, Wi-Fi, live cooking","Makanan murah, enak dan porsi jumbo"
Bakso Trijaya Mulyojati 16c,Metro,Kuliner,4.4,400,30000,4020,"Parkir, mushola, kamar mandi, area lesehan karpet, meja panjang untuk rombongan, AC, kulkas minuman sendiri","Mie ayamnya tipe pipih
 Rasa enak
 Baksonya juga enak
 
 Es campurnya segerr"
Ayam Bakar Pedas Om Opik,Metro,Kuliner,4.3,807,25000,1647,"Tempat parkir luas, toilet umum, area makan indoor/outdoor, taman bermain anak, Wi-Fi, live cooking",Mantap rasa ayam bakar om Opik pedas manis .. endulitaa pokok nya ðŸ˜€
Warung Gudeg Kangen Jogja,Metro,Kuliner,4.6,214,50000,9883,"Parkir luas, toilet bersih, mushola, area makan indoor dan outdoor, AC, Wi-Fi gratis, kursi bayi tersedia, area bebas rokok","Suasana nya enak, harga terjangkau, krecek & ayamnya lembut"
Pempek Palembang Metro,Metro,Kuliner,4.8,86,30000,9381,"Ruang VIP tersedia, AC, parkir luas, toilet bersih, mushola, kasir digital, menu vegetarian tersedia, katering","Order fast respon,ramah, bersih
 Insyaallah kedepan selalu langganan"
Nasi Goreng Sedap Malam (Depan Polres Metro),Metro,Kuliner,4.4,115,30000,3320,"Tempat parkir luas, toilet umum, area makan indoor/outdoor, taman bermain anak, Wi-Fi, live cooking",Wah kalo penyuka nasi goreng porsi jumbo sih wajib mampir.
Bakso Son Haji Sony Metro,Metro,Kuliner,4.2,2263,30000,9232,"Parkir gratis, toilet, area makan terbuka dengan pemandangan alam, spot foto instagramable, Wi-Fi, kursi outdoor","Baksonya enak padat, mie ayamnya juga enak.. cuma kuah terlalu asin."
NSO Gedung Serba Guna & Resto,Metro,Kuliner,5,2,30000,10814,"Parkir, mushola, kamar mandi, area lesehan karpet, meja panjang untuk rombongan, AC, kulkas minuman sendiri",Makan di tempat
Pizza Hut Restoran,Metro,Kuliner,4.5,655,30000,3096,"Parkir motor & mobil, mushola, kamar mandi bersih, area lesehan, gazebo outdoor, Wi-Fi, paket catering tersedia","Makanan nya enak, sudah sering datang untuk makan,fav anak saya"
Metro garden,Metro,Kuliner,4.6,355,30000,8763,"Parkir, mushola, kamar mandi, area lesehan karpet, meja panjang untuk rombongan, AC, kulkas minuman sendiri",Makanan
Rocket Chicken Metro PB 15,Metro,Kuliner,4.3,118,30000,2023,"Parkir, mushola, kamar mandi, area lesehan karpet, meja panjang untuk rombongan, AC, kulkas minuman sendiri","Rasa makanannya enak saya suka, terutama menu chicken yang sambal terasi."
Pantes cak pa'i,Metro,Kuliner,4.6,151,25000,9389,"Area parkir memadai, toilet, wastafel, ruang makan ber-AC, live music setiap akhir pekan, layanan pesan antar","Makannya enak, sop dagingnya juga mantap."
Bakso Pondok Saung,Metro,Kuliner,4.1,52,25000,2516,"Ruang VIP tersedia, AC, parkir luas, toilet bersih, mushola, kasir digital, menu vegetarian tersedia, katering",Cuma yg agak aneh di nasi bakarnya.
Mosh Burger Metro,Metro,Kuliner,4.6,13,30000,11818,"Parkir, mushola, kamar mandi, area lesehan karpet, meja panjang untuk rombongan, AC, kulkas minuman sendiri",Enak coba cari buns yg lebih kecil jd pas
Rumah Makan Bamboo Resto Jaya,Metro,Kuliner,4.3,43,30000,3861,"Parkir motor & mobil, mushola, kamar mandi bersih, area lesehan, gazebo outdoor, Wi-Fi, paket catering tersedia",Masakan yang enak untuk keluarga atau makan bersama.
Moresto Dimsum Metro,Metro,Kuliner,3.7,9,30000,3809,"Area parkir memadai, toilet, wastafel, ruang makan ber-AC, live music setiap akhir pekan, layanan pesan antar",enak bgt berasa cuma makan daging gaada campuran tepung
Topoci Metro Lampung - Angkringan Asli Korea,Metro,Kuliner,4.2,5,30000,3036,"Tempat parkir luas, toilet umum, area makan indoor/outdoor, taman bermain anak, Wi-Fi, live cooking","Makanan enak banget, recomended banget."
RM Minang Maimbau 22 metro,Metro,Kuliner,4.6,35,30000,6613,"Area parkir memadai, toilet, wastafel, ruang makan ber-AC, live music setiap akhir pekan, layanan pesan antar",Pokoknya recommended banget buat pencinta masakan Padang.
Domino's Pizza-Sudirman Metro Lampung,Metro,Kuliner,4.6,213,30000,10999,"Ruang VIP tersedia, AC, parkir luas, toilet bersih, mushola, kasir digital, menu vegetarian tersedia, katering","Pizzanya murah tapi gak murahan, enak dan harga terjangkau"
GANGNAM TAKOYAKI SERIES 1 METRO PUSAT,Metro,Kuliner,5,8,30000,6595,"Parkir motor & mobil, mushola, kamar mandi bersih, area lesehan, gazebo outdoor, Wi-Fi, paket catering tersedia","Enakkkk penjualnya ramahhhh, harga murahhh tapi mantappp"
Candy Fried Chicken & Burger,Metro,Kuliner,4.5,375,30000,7471,"Tempat parkir luas, toilet umum, area makan indoor/outdoor, taman bermain anak, Wi-Fi, live cooking","tempatnya nyaman, menu ayam geprek sambal ijonya mantap sekali"
RM Banyumas,Metro,Kuliner,4.3,73,30000,2585,"Parkir, mushola, kamar mandi, area lesehan karpet, meja panjang untuk rombongan, AC, kulkas minuman sendiri",Makanannya enak2.
Mie ayam vera,Metro,Kuliner,4.7,143,50000,10956,"Tempat parkir luas, toilet umum, area makan indoor/outdoor, taman bermain anak, Wi-Fi, live cooking","A bit too pricy untuk harga lauk warteg, but worth the taste."
Bakso balong Pak Ndut Metro,Metro,Kuliner,4.4,595,25000,3475,"Parkir, mushola, kamar mandi, area lesehan karpet, meja panjang untuk rombongan, AC, kulkas minuman sendiri","Makanannya enak,terjangkau harganya"
Selera Kita (Nasi Goreng),Metro,Kuliner,4.4,324,30000,9371,"Tempat parkir luas, toilet umum, area makan indoor/outdoor, taman bermain anak, Wi-Fi, live cooking","Banyak menunya, nasi goreng, mie goreng, capcay, udang cumi goreng."
McDonald's - Metro Lampung,Metro,Kuliner,4,424,30000,2176,"Tempat parkir luas, toilet umum, area makan indoor/outdoor, taman bermain anak, Wi-Fi, live cooking",Tadi pesen 2 nasi uduk mcd dan 2 bubur ayam mcd keluarnya 15 menit.
BAKSO GANGSAR,Metro,Kuliner,4.4,592,30000,9624,"Parkir, mushola, kamar mandi, area lesehan karpet, meja panjang untuk rombongan, AC, kulkas minuman sendiri",Rekomendasi jika ingin makan bakso mi ayam dekat dengan taman kota metro
Sate Padang Ma'Irul,Metro,Kuliner,4.9,38,50000,5704,"Area parkir memadai, toilet, wastafel, ruang makan ber-AC, live music setiap akhir pekan, layanan pesan antar",Terbaik di Kota metro.Rasa dan pelayanan nya.OK banget.
BAKSO ENGGAL Imam Bonjol Metro,Metro,Kuliner,4.3,77,50000,2714,"Tempat parkir luas, toilet umum, area makan indoor/outdoor, taman bermain anak, Wi-Fi, live cooking","Kuahnya enak gurih, baksonya kurang empuk."
Pempek Cik Yeyen,Metro,Kuliner,4.5,413,50000,5091,"Parkir luas, toilet bersih, mushola, area makan indoor dan outdoor, AC, Wi-Fi gratis, kursi bayi tersedia, area bebas rokok","Tempat nya bersih, parkir luas, rasa lumayan, harga relatif."
Hadimulyo barat metro pusat,Metro,Kuliner,2.7,3,30000,737,"Tempat parkir luas, toilet umum, area makan indoor/outdoor, taman bermain anak, Wi-Fi, live cooking",Makan di tempat
Raja Pempek Metro,Metro,Kuliner,5,17,100000,11751,"Tempat parkir luas, toilet umum, area makan indoor/outdoor, taman bermain anak, Wi-Fi, live cooking",Pemilik Ramah
RUMAH MAKAN,Metro,Kuliner,5,4,25000,3441,"Parkir luas, toilet bersih, mushola, area makan indoor dan outdoor, AC, Wi-Fi gratis, kursi bayi tersedia, area bebas rokok",Makan di tempat
Mie Ayam Kamboja,Metro,Kuliner,4.7,35,50000,9455,"Parkir motor & mobil, mushola, kamar mandi bersih, area lesehan, gazebo outdoor, Wi-Fi, paket catering tersedia","Enak,lebih enak lagi kalo ada mie ayam bakso nya tambahin menu nya ya ðŸ˜„"
Nasi Uduk Dua Putra,Metro,Kuliner,4.7,83,25000,3444,"Parkir, mushola, kamar mandi, area lesehan karpet, meja panjang untuk rombongan, AC, kulkas minuman sendiri",Enak dan murah
Ayam Geprek Abang Ireng Metro,Metro,Kuliner,4.8,29,50000,4375,"Parkir gratis, toilet, area makan terbuka dengan pemandangan alam, spot foto instagramable, Wi-Fi, kursi outdoor","Pesen online, enak gepreknya, porsinya juga lumayan, mantap."
Pempek Depan Gor,Metro,Kuliner,4.4,103,30000,10022,"Parkir luas, toilet bersih, mushola, area makan indoor dan outdoor, AC, Wi-Fi gratis, kursi bayi tersedia, area bebas rokok",Tempat makan khusus pempek yg cukup enak dan berkualitas.
KFC Chandra Supermarket,Metro,Kuliner,4.1,255,30000,1355,"Ruang VIP tersedia, AC, parkir luas, toilet bersih, mushola, kasir digital, menu vegetarian tersedia, katering","Kfc metro jagonya ayam
 Terimakasih kfc metro"
Pempek Prasanti Metro,Metro,Kuliner,4.6,30,25000,10564,"Parkir motor & mobil, mushola, kamar mandi bersih, area lesehan, gazebo outdoor, Wi-Fi, paket catering tersedia","Enak, nyaman, dan harga bersahabat"
AIDIA Grande Hotel,Metro,Kuliner,4.8,4763,25000,5977,"Tempat parkir luas, toilet umum, area makan indoor/outdoor, taman bermain anak, Wi-Fi, live cooking","Pelayanan nya bagus, mkanan enak enak,"
Bakso Dan Mie Trijaya,Metro,Kuliner,4.1,130,30000,1005,"Area parkir memadai, toilet, wastafel, ruang makan ber-AC, live music setiap akhir pekan, layanan pesan antar",Kalo soal rasa silah kan coba sendiri.. Karna lidah tiap orang beda2
Bakso Malang Metro 89,Metro,Kuliner,4.6,10,30000,7262,"Parkir luas, toilet bersih, mushola, area makan indoor dan outdoor, AC, Wi-Fi gratis, kursi bayi tersedia, area bebas rokok",Pindah kemana ya
BAKSO MAREM PAKDE WAHID METRO,Metro,Kuliner,4.9,12,30000,9211,"Parkir motor & mobil, mushola, kamar mandi bersih, area lesehan, gazebo outdoor, Wi-Fi, paket catering tersedia",Enak murah dan bersih
Mie AWIE Metro,Metro,Kuliner,4.2,57,30000,2140,"Parkir motor & mobil, mushola, kamar mandi bersih, area lesehan, gazebo outdoor, Wi-Fi, paket catering tersedia","Enak, tapi gak tau ada sertikat halal atau gak (masih berlku)"
BAKSO LEK MAN,Metro,Kuliner,4.7,91,30000,6467,"Tempat parkir luas, toilet umum, area makan indoor/outdoor, taman bermain anak, Wi-Fi, live cooking","Bakso juara di metro, kuahnya segarrr"
Warung Sate Cak Kele Kele,Metro,Kuliner,4.1,81,30000,2662,"Parkir gratis, toilet, area makan terbuka dengan pemandangan alam, spot foto instagramable, Wi-Fi, kursi outdoor",Sate rekomended enak dan murah.
RM Padang Putri Minang,Metro,Kuliner,4,160,25000,2138,"Area parkir memadai, toilet, wastafel, ruang makan ber-AC, live music setiap akhir pekan, layanan pesan antar",Ayam gorengmya jd kecil dan gak dibalut telur lagi.
Lacosta Metro,Metro,Cafe,4.5,1612,30000,8529,"Sofa nyaman, meja kerja panjang, Wi-Fi 100Mbps, colokan, AC, live acoustic music Jumat-Sabtu, parkir gratis","The ambiance is really chill, and the"
Nuju Coffee Metro | Coffee Shop Lampung,Metro,Cafe,4.8,338,50000,9211,"Sofa nyaman, meja kerja panjang, Wi-Fi 100Mbps, colokan, AC, live acoustic music Jumat-Sabtu, parkir gratis","Kopinya mantap, rotinya juga endulz tempatnya juga enak buat nongkrong."
The Vintage,Metro,Cafe,4.4,660,25000,7558,"Study corner, Wi-Fi 50Mbps, colokan banyak, AC, mushola, parkir, wastafel, menu all-day breakfast",Sip ok punya.
Pance Coffee Metro,Metro,Cafe,4.5,274,25000,9906,"Area rooftop, Wi-Fi, AC dalam ruangan, outdoor terrace, parkir, toilet bersih, background foto unik","Kayak cheesecake, choux, pie, brownie, dll."
Campanella Coffee and Eatery,Metro,Cafe,4,132,50000,1833,"Suasana estetik, Wi-Fi, spot foto, AC, outdoor area, parkir, delivery via GoFood & GrabFood, menu seasonal","Tempatnya estetik banget! Pas buat nongkrong sambil kerja atau meeting santai. Wi-Fi kencang, minumannya enak. Kopi latte-nya juara. Harga standar Lampung lah. Bakal balik lagi bareng teman-teman."
Milestone Coffee & Eat,Metro,Cafe,4.4,157,50000,4341,"Area rooftop, Wi-Fi, AC dalam ruangan, outdoor terrace, parkir, toilet bersih, background foto unik","Minumannya juga selain kopi,banyak pilihannya."
"Planet Cafe, Soekarno Hatta Kota Metro",Metro,Cafe,4,130,30000,2726,"Area rooftop, Wi-Fi, AC dalam ruangan, outdoor terrace, parkir, toilet bersih, background foto unik",Makan di tempat
PADOEKA Coffee & Space,Metro,Cafe,3.9,42,100000,879,"Suasana estetik, Wi-Fi, spot foto, AC, outdoor area, parkir, delivery via GoFood & GrabFood, menu seasonal",recomend banget kopi gula arennya
Timeless Coffee Bar,Metro,Cafe,4.4,269,25000,11837,"Study corner, Wi-Fi 50Mbps, colokan banyak, AC, mushola, parkir, wastafel, menu all-day breakfast","Cocok untuk yang suka kopi, tapi rasa kopi nya tidak terlalu strong."
The Thuba Cafe' & Resto,Metro,Cafe,4.9,5373,50000,10853,"Sofa nyaman, meja kerja panjang, Wi-Fi 100Mbps, colokan, AC, live acoustic music Jumat-Sabtu, parkir gratis","Breakfast-nya enak, tapi kurang lengkap."
Dapur Putih Heritage,Metro,Cafe,4.3,757,25000,2233,"Suasana estetik, Wi-Fi, spot foto, AC, outdoor area, parkir, delivery via GoFood & GrabFood, menu seasonal","Tempatnya tenang, nyaman untuk ngobrol dan pesan minuman."
"Bien, Tawes",Metro,Cafe,4.5,122,50000,6673,"Study corner, Wi-Fi 50Mbps, colokan banyak, AC, mushola, parkir, wastafel, menu all-day breakfast","Perfect spot buat kerja atau ngobrol santai. Internet lancar, banyak colokan, kursi nyaman. Pesanan cepat datang. Minumannya memuaskan. Sering balik ke sini tiap minggu."
LuAs Coffee and Eatery,Metro,Cafe,4.5,2,30000,4124,"Cozy corner tersedia, AC, Wi-Fi gratis, charging station, toilet, parkir motor & mobil, snack box untuk takeaway","nyaman shi, cuma sayang parkirannya nggak ada yg jaga"
TOMORO COFFEE METRO,Metro,Cafe,4.5,100,30000,3659,"Study corner, Wi-Fi 50Mbps, colokan banyak, AC, mushola, parkir, wastafel, menu all-day breakfast","Rasa kopi nya enak, favorite sih caffe latte, creamy bgt susunya."
SRAWUNG METRO,Metro,Cafe,4.9,16,30000,3508,"Suasana estetik, Wi-Fi, spot foto, AC, outdoor area, parkir, delivery via GoFood & GrabFood, menu seasonal",Suasana berbeda... kopi nya mantap...
Swasana Daun Metro,Metro,Cafe,4.5,54,30000,7051,"Booth cantik untuk foto, Wi-Fi, AC, parkir motor, kursi ergonomis, stop kontak, menu kopi specialty","Tempat nyaman, menu enak, pelayanan baik banget..."
Kafe AKAMSI,Metro,Cafe,4.8,104,30000,6266,"Study corner, Wi-Fi 50Mbps, colokan banyak, AC, mushola, parkir, wastafel, menu all-day breakfast",Bikin nagih si es alpukat nya kejunya huuh
Kopi Kenangan - Metro Lampung,Metro,Cafe,4.4,222,30000,3333,"Suasana estetik, Wi-Fi, spot foto, AC, outdoor area, parkir, delivery via GoFood & GrabFood, menu seasonal","Kopinya enak, manisnya pas, pelayanan ramah."
Dejavu Eatery,Metro,Cafe,4.8,46,30000,5496,"Study corner, Wi-Fi 50Mbps, colokan banyak, AC, mushola, parkir, wastafel, menu all-day breakfast",Waiters pelayannya bagus terutama Aqila sama asyifa
Coffee Paragraf,Metro,Cafe,4.6,54,25000,6908,"Wi-Fi kencang, colokan listrik di setiap meja, AC, parkir motor, toilet bersih, menu vegan, outdoor seating",Pas buat ngopi santai atau sekadar chill
Faux Society,Metro,Cafe,4.1,138,25000,1317,"Cozy corner tersedia, AC, Wi-Fi gratis, charging station, toilet, parkir motor & mobil, snack box untuk takeaway","tempatnya oke dan nyaman, kopinya enak."
Kopi Susu Baper Metro,Metro,Cafe,4.6,468,30000,10758,"Wi-Fi kencang, colokan listrik di setiap meja, AC, parkir motor, toilet bersih, menu vegan, outdoor seating",Bikin pertama kali jadi suka kopi di tahun 2018
Tcoffee,Metro,Cafe,4.7,71,30000,4874,"Sofa nyaman, meja kerja panjang, Wi-Fi 100Mbps, colokan, AC, live acoustic music Jumat-Sabtu, parkir gratis",Kopi nya awal nya enak tapi kemarin kurang
Chatime Sudirman Metro Lampung,Metro,Cafe,4.8,328,30000,6571,"Study corner, Wi-Fi 50Mbps, colokan banyak, AC, mushola, parkir, wastafel, menu all-day breakfast","makanan dan minuman nya enakkk,baristaa nya jugaa ramah ramahhh ðŸ¤©ðŸ¤©"
Dua Lima.,Metro,Cafe,4.8,35,30000,10619,"Sofa nyaman, meja kerja panjang, Wi-Fi 100Mbps, colokan, AC, live acoustic music Jumat-Sabtu, parkir gratis",Yey Nippon keren promonya bnyak gak nanggung nanggung ðŸ¥³ðŸ¥³ðŸ¥³
Sini Sini Kopitiam,Metro,Cafe,4.5,82,30000,7198,"Study corner, Wi-Fi 50Mbps, colokan banyak, AC, mushola, parkir, wastafel, menu all-day breakfast","Tempatnya estetik banget! Pas buat nongkrong sambil kerja atau meeting santai. Wi-Fi kencang, minumannya enak. Kopi latte-nya juara. Harga standar Lampung lah. Bakal balik lagi bareng teman-teman."
Bongsu Signature,Metro,Cafe,4.5,518,30000,9043,"Booth cantik untuk foto, Wi-Fi, AC, parkir motor, kursi ergonomis, stop kontak, menu kopi specialty","Barista nya asik, pelayanan cepet, sama makanannya enak"
Haecaferesto,Metro,Cafe,3.7,123,30000,1487,"Booth cantik untuk foto, Wi-Fi, AC, parkir motor, kursi ergonomis, stop kontak, menu kopi specialty",Overall recommended kalo mau nongki.
Cafe HARIT.est,Metro,Cafe,4.1,78,30000,3281,"Booth cantik untuk foto, Wi-Fi, AC, parkir motor, kursi ergonomis, stop kontak, menu kopi specialty","Tempatnya nyaman untuk nugas, untuk"
Kafe Kayu Manis,Metro,Cafe,4.4,176,30000,4876,"Cozy corner tersedia, AC, Wi-Fi gratis, charging station, toilet, parkir motor & mobil, snack box untuk takeaway",Kayu manis skrang pindh kemana ya
One Coffee,Metro,Cafe,4,37,50000,3985,"Study corner, Wi-Fi 50Mbps, colokan banyak, AC, mushola, parkir, wastafel, menu all-day breakfast","Tempatnya nyaman, pas liat menu kaget kok murah bgt kopinya."
Green Garden Cafe,Metro,Cafe,4.4,16,25000,5683,"Study corner, Wi-Fi 50Mbps, colokan banyak, AC, mushola, parkir, wastafel, menu all-day breakfast",Makan di tempat
Rumah Makan Kayu Watu,Metro,Cafe,4.1,1345,30000,2074,"Area rooftop, Wi-Fi, AC dalam ruangan, outdoor terrace, parkir, toilet bersih, background foto unik","baguss,adem,sukaa,tpi diganggu sm kucing dsna jadi kurang nyamann"
SCHMIED,Metro,Cafe,4.8,94,30000,4771,"Suasana estetik, Wi-Fi, spot foto, AC, outdoor area, parkir, delivery via GoFood & GrabFood, menu seasonal",Tapi favorite aku creamy bold
Kopi Janji Jiwa & Jiwa Toast Metro,Metro,Cafe,4.4,368,30000,3420,"Wi-Fi kencang, colokan listrik di setiap meja, AC, parkir motor, toilet bersih, menu vegan, outdoor seating","Tapi terlepas dari semua itu, kopinya cukup enak."
JEMBAR CAFE METRO,Metro,Cafe,5,4,50000,8111,"Study corner, Wi-Fi 50Mbps, colokan banyak, AC, mushola, parkir, wastafel, menu all-day breakfast",Makan di tempat
